"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"704","10.1101/288522","A Generative Growth Model for Thalamocortical Axonal Branching in Primary Visual Cortex","Kassraian Fard, P.; Pfeiffer, M.; Bauer, R.","Pegah Kassraian Fard","Institute of Neuroinformatics, University and ETH of Zurich","2018-03-25",1,"4","new results","neuroscience","Axonal morphology displays large variability and complexity, yet the canonical regularities of the cortex suggest that such wiring is based on the repeated initiation of a small set of genetically encoded rules. Extracting underlying developmental principles can hence shed light on what genetically encoded instructions must be available during cortical development. Within a generative model, we investigate growth rules for axonal branching patterns in cat area 17, originating from the lateral geniculate nucleus of the thalamus. This target area of synaptic connections is characterized by extensive ramifications and a high bouton density, characteristics thought to preserve the spatial resolution of receptive fields and to enable connections for the ocular dominance columns. We compare individual and global statistics, such as a newly introduced asymmetry index and the global segment-length distribution, of generated and real branching patterns as the benchmark for growth rules. We show that the proposed model surpasses the statistical accuracy of the Galton-Watson model, which is the most commonly employed model for biological growth processes. In contrast to the Galton-Watson model, our model can recreate the log-normal segment-length distribution of the experimental dataset and is considerably more accurate in recreating individual axonal morphologies. To provide a biophysical interpretation for statistical quantifications of the axonal branching patterns, the generative model is ported into the physically accurate simulation framework of Cx3D. In this simulation environment we demonstrate how the proposed growth process can be formulated as an interactive process between genetic growth rules and chemical cues in the local environment.","10.1371/journal.pcbi.1007315"
"705","10.1101/288605","Modeling semantic encoding in a common neural representational space","Van Uden, C. E.; Nastase, S. A.; Connolly, A. C.; Feilong, M.; Hansen, I.; Gobbini, M. I.; Haxby, J. V.","Samuel A. Nastase","Princeton University","2018-03-25",1,"1","new results","neuroscience","Encoding models for mapping voxelwise semantic tuning are typically estimated separately for each individual, limiting their generalizability. In the current report, we develop a method for estimating semantic encoding models that generalize across individuals. Functional MRI was used to measure brain responses while participants freely viewed a naturalistic audiovisual movie. Word embeddings capturing agent-, action-, object-, and scene-related semantic content were assigned to each imaging volume based on an annotation of the film. We constructed both conventional within-subject semantic encoding models and between-subject models where the model was trained on a subset of participants and validated on a left-out participant. Between-subject models were trained using cortical surface-based anatomical normalization or surface-based whole-cortex hyperalignment. We used hyperalignment to project group data into an individuals unique anatomical space via a common representational space, thus leveraging a larger volume of data for out-of-sample prediction while preserving the individuals fine-grained functional-anatomical idiosyncrasies. Our findings demonstrate that anatomical normalization degrades the spatial specificity of between-subject encoding models relative to within-subject models. Hyperalignment, on the other hand, recovers the spatial specificity of semantic tuning lost during anatomical normalization, and yields model performance exceeding that of within-subject models.","10.3389/fnins.2018.00437"
"706","10.1101/288290","Low-Cost Touchscreen Driven Programmable Dual Syringe Pump for Life Science Applications","Garcia, V. E.; Liu, J.; DeRisi, J.","Joseph DeRisi","University of California, San Francsico","2018-03-25",1,"2","new results","bioengineering","Syringe pumps are powerful tools able to automate routine laboratory practices that otherwise consume large amounts of manual labor time. Commercially available syringe pumps are expensive, difficult to customize, and often preset for a narrow range of operations. Here, we show how to build a programmable dual syringe pump (PDSP) that overcomes these limitations. The PDSP is driven by a Raspberry Pi paired with a stepper motor controller to allow maximal customization via Python scripting. The entire setup can be controlled by a touchscreen for use without a keyboard or mouse. Furthermore, the PDSP is structured around 3D printed parts, enabling users to change any component for their specific application. We demonstrate one application of the PDSP by using it to generate whole cell lysates using a cell homogenizer in an automated fashion.\n\nSpecifications table\n\nO_TBL View this table:\norg.highwire.dtl.DTLVardef@17fdadorg.highwire.dtl.DTLVardef@10f7536org.highwire.dtl.DTLVardef@1d854c6org.highwire.dtl.DTLVardef@1a5d4bcorg.highwire.dtl.DTLVardef@31ad8b_HPS_FORMAT_FIGEXP  M_TBL C_TBL","10.1016/j.ohx.2018.e00027"
"707","10.1101/288647","Deciphering signaling specificity with interpretable deep neural networks","Luo, Y.; Ma, J.; Liu, Y.; Ye, Q.; Ideker, T.; Peng, J.","Jian Peng","University of Illinois at Urbana-Champaign","2018-03-25",1,"1","new results","bioinformatics","Protein kinase phosphorylation is a prevalent post-translational modification (PTM) regulating protein function and transmitting signals throughout the cell. Defective signal transductions, which are associated with protein phosphorylation, have been revealed to link to many human diseases, such as cancer. Defining the organization of the phosphorylation-based signaling network and, in particular, identifying kinase-specific substrates can help reveal the molecular mechanism of the signaling network. Here, we present DeepSignal, a deep learning framework for predicting the substrate specificity for kinase/SH2 sequences with or without mutations. Empowered by the memory and selection mechanism of recurrent neural network, DeepSignal can identify important specificity-defining residues to predict kinase specificity and changes upon mutations. Evaluated on several public benchmark datasets, DeepSignal significantly outperforms current methods on predicting substrate specificity on both kinase and SH2 domains. Further analysis in The Cancer Genome Atlas (TCGA) demonstrated that DeepSignal is able to aggregate mutations on both kinase/SH2 domains and substrates to quantify binding specificity changes, predict cancer genes related to signaling transduction, and identify novel perturbed pathways.\n\nAvailabilityImplementation of DeepSignal is at https://github.com/luoyunan/DeepSignal","NA"
"708","10.1101/288670","Share, but unequally: A mechanism for emergence and maintenance of intratumor heterogeneity","Li, X.; Thirumalai, D.","Xin Li","University of Texas at Austin","2018-03-25",1,"4","new results","cancer biology","Intratumor heterogeneity (ITH), referring to coexistence of different cell subpopulations in a single tumor, has been a major puzzle in cancer research for almost half a century. The lack of understanding of the underlying mechanism of ITH hinders progress in developing effective therapies for cancers. Based on the findings in a recent quantitative experiment on pancreatic cancer we developed a general evolutionary model, accounting for interactions between different cell populations through paracrine or juxtacrine factors. We show that the emergence of a stable heterogeneous state in a tumor requires an unequal allocation of paracrine growth factors (\""public goods\"") between cells that produce them and those that merely consume them. Our model provides a quantitative explanation of recent in vitro experimental studies in pancreatic cancer in which insulin growth factor (IGF-II) plays the role of public goods. The calculated phase diagrams as a function of exogenous resources and fraction of growth factor producing cells show ITH persists only in a narrow range of concentration of exogenous IGF-II. Remarkably, maintenance of ITH requires cooperation among tumor cell subpopulations in harsh conditions, specified by lack of exogenous IGF-II, whereas surplus exogenous IGF-II elicits competition. The theory also quantitatively accounts for measured in vivo tumor growth in glioblastoma multiforme (GBM). The predictions for GBM tumor growth as a function of the fraction of tumor cells are amenable to experimental tests. The mechanism for ITH also provides hints for devising efficacious therapies.","10.1098/rsif.2018.0820"
"709","10.1101/288696","Natural variation in couch potato mediates rapid evolution of learning and reproduction in natural populations of Drosophila melanogaster","Behrman, E. L.; Kawecki, T. J.; Schmidt, P.","Emily L Behrman","Janelia Research Campus","2018-03-25",1,"4","new results","evolutionary biology","Learning is a general mechanism of adaptive behavioural plasticity whose benefits and costs depend on the environment. Thus, seasonal oscillations in temperate environments between winter and summer might produce cyclical selection pressures that would drive rapid evolution of learning performance in multivoltine populations. To test this hypothesis, we investigated the evolutionary dynamics of learning ability over this rapid seasonal timescale in a natural population of Drosophila melanogaster. Associative learning was tested in common garden-raised flies collected from nature in the spring and fall over three consecutive years. The spring flies consistently learned better than fall flies, revealing seasonal evolution of improved learning performance in nature. Fecundity showed the opposite seasonal pattern, suggesting a trade-off between learning and reproduction. This trade-off also held within population: more fecund individual females learned less well. This trade-off is mediated at least in part by natural polymorphism in the RNA binding protein couch potato (cpo), with a genotype favoured during summer showing poorer learning performance and higher fecundity than a genotype favoured over winter. Thus, seasonal environments can drive rapid cyclical evolution of learning performance, but the evolutionary dynamics may be driven by trade-offs generated by pleiotropic effects of causative alleles selected for other reasons.","NA"
"710","10.1101/288597","A Global Analysis of Mutations Accompanying Microevolution in the Heterozygous Diploid Pathogen Candida albicans","Ene, I. V.; Farrer, R. A.; Hirakawa, M. P.; Agwamba, K.; Cuomo, C. A.; Bennett, R. J.","Iuliana V Ene","Brown University","2018-03-25",1,"4","new results","genomics","Candida albicans is a heterozygous diploid yeast that is a commensal of the human gastrointestinal (GI) tract and a prevalent opportunistic pathogen. Here, whole-genome sequencing was performed on multiple C. albicans isolates passaged in different niches to characterize the complete spectrum of mutations arising during microevolution. We reveal that evolution during short time-scales (<600 generations) is driven by both de novo base substitutions and short-tract loss of heterozygosity (LOH) events. In contrast, large-scale chromosomal changes are relatively rare, although chromosome 7 trisomies repeatedly emerged during passaging in one GI colonization model. Both strain background and chromosomal features affected mutational patterns, with mutation rates being greatly elevated in regions adjacent to emergent LOH tracts. Mutation rates were also elevated during host infection where genomes showed strong evidence of purifying selection. These results establish the genetic events driving C. albicans evolution and that this heterozygous diploid is extensively shaped by purifying selection.","NA"
"711","10.1101/288654","Taxonomy annotation errors in 16S rRNA and fungal ITS sequence databases","Edgar, R. C.","Robert C Edgar","Independent Scientist","2018-03-25",1,"15","new results","microbiology","Sequencing of the 16S ribosomal RNA (rRNA) gene and the fungal Internal Transcribed Spacer (ITS) region is widely used to survey microbial communities. Specialized ribosomal sequence databases have been developed to support this approach including Greengenes, SILVA and RDP. Most taxonomy annotations in these databases are predictions from sequence rather than authoritative assignments based on studies of type strains or isolates. Here, I investigate the error rates of taxonomy annotations in these databases. I found 253,485 sequences with conflicting annotations in SILVA v128 and Greengenes v13.5 at ranks up to phylum (9,644 conflicts), indicating that the annotation error rate in these databases is ~15%. I found that 34% of non-singleton genera have overlapping subtrees in the Greengenes tree from 2001 according to the RDP taxonomy, most of which are probably due to branching order errors in the Greengenes tree, which is therefore an unreliable guide to phylogeny. Using a blinded test, I estimated that the annotation error rate of the RDP database is ~10%.","10.7717/peerj.5030"
"712","10.1101/288472","Structural insights into the conformational plasticity of the full-length trimeric HIV-1 envelope glycoprotein precursor","Zhang, S.; Wang, W. L.; Chen, S.; Lu, M.; Go, E. P.; Steinbock, R. T.; Ding, H.; Desaire, H.; Kappes, J. C.; Sodroski, J. G.; Mao, Y.","Youdong Mao","Dana-Farber Cancer Institute","2018-03-25",1,"15","new results","microbiology","The human immunodeficiency virus (HIV-1) envelope glycoprotein (Env) trimer mediates viral entry into cells and is the major target for the host antibody response. In infected cells, the mature Env [(gp120/gp41)3] is produced by cleavage of a trimeric gp160 precursor. Proteolytic cleavage decreases Env conformational flexibility, allowing the mature Env to resist antibody binding to conserved elements. The conformational plasticity of the Env precursor skews the humoral immune response towards the elicitation of ineffectual antibodies, contributing to HIV-1 persistence in the infected host. The structural basis for the plasticity of the Env precursor remains elusive. Here we use cryo-electron microscopy to visualize two coexisting conformational states of the full-length Env precursor at nominal resolutions of 5.5 and 8.0 [A]. The State-P2 conformation features a three-helix bundle of the gp41 heptad repeat region in the core, but has disordered membrane-interactive regions. State-P1 trimers lack the three-helix bundle and instead retain ordered transmembrane and membrane-proximal external regions embracing a central cavity. Our structural data shed light on the unusual plasticity of the Env precursor and provide new clues to Env immunogen discovery.","NA"
"713","10.1101/288506","Mapping malaria by combining parasite genomic and epidemiologic data","Wesolowski, A.; Taylor, A.; Chang, H.-H.; Verity, R.; Tessema, S.; Bailey, J.; Perkins, T. A.; Neafsey, D.; Greenhouse, B.; Buckee, C. O.","Amy Wesolowski","Johns Hopkins Bloomberg School of Public Health","2018-03-26",1,"15","new results","epidemiology","Recent global progress in scaling up malaria control interventions has revived the goal of complete elimination in many countries. Decreasing transmission intensity generally leads to increasingly patchy spatial patterns of malaria transmission, however, and control programs must accurately identify remaining foci in order to target interventions efficiently. In particular, mosquito control interventions like bed nets and insecticide spraying are best targeted to transmission hotspots, and the role of connectivity between different pockets of local transmission becomes increasingly important since humans are able to move parasites beyond the limits of mosquito dispersal and re-introduce parasites to previously malaria-free regions. Quantifying the connectivity between regions due to human travel, measuring malaria transmission intensity in different areas, and monitoring parasite spatial spread are therefore key issues for policy-makers because they underpin the feasibility of elimination and inform the path to its attainment. To this end, recent efforts have been made to develop new approaches to incorporating human mobility into spatial epidemiological models, for example using mobile phone data, and there has been a surge of interest in collecting spatially informative parasite samples to measure the genomic signatures of parasite connectivity. Due to their complicated life-cycles, Plasmodium parasites pose unique challenges to researchers in this respect and new methods that move beyond traditional phylogenetic and population genetic tools must be developed to harness genetic information effectively. Here, we discuss the spatial epidemiology of malaria in the context of transmission-reduction interventions, and the challenges and promising directions for the development of integrated mapping, modeling, and genomic approaches that leverage disparate data sets to measure both connectivity and transmission.","10.1186/s12916-018-1181-9"
"714","10.1101/281436","Body mass index and mortality in UK Biobank: revised estimates using Mendelian randomization","Wade, K. H.; Carslake, D.; Sattar, N.; Davey Smith, G.; Timpson, N. J.","Kaitlin H Wade","Medical Research Council Integrative Epidemiology Unit (MRC-IEU), University of Bristol","2018-03-26",1,"1","new results","epidemiology","ObjectiveObtain estimates of the causal relationship between different levels of body mass index (BMI) and mortality.\n\nMethodsMendelian randomization (MR) was conducted using genotypic variation reliably associated with BMI to test the causal effect of increasing BMI on all-cause and cause-specific mortality in participants of White British ancestry in UK Biobank.\n\nResultsMR analyses supported existing evidence for a causal association between higher levels of BMI and greater risk of all-cause mortality (hazard ratio (HR) per 1kg/m2: 1.02; 95% CI: 0.97,1.06) and mortality from cardiovascular diseases (HR: 1.12; 95% CI: 1.02, 1.23), specifically coronary heart disease (HR: 1.19; 95% CI: 1.05, 1.35) and those other than stroke/aortic aneurysm (HR: 1.13; 95% CI: 0.93, 1.38), stomach cancer (HR: 1.30; 95% CI: 0.91, 1.86) and oesophageal cancer (HR: 1.08; 95% CI: 0.84, 1.38), and with decreased risk of lung cancer mortality (HR: 0.97; 95% CI: 0.84, 1.11). Sex-stratified analyses supported a causal role of higher BMI in increasing the risk of mortality from bladder cancer in males and other causes in females, but in decreasing the risk of respiratory disease mortality in males. The characteristic J-shaped observational association between BMI and mortality was visible with MR analyses but with a smaller value of BMI at which mortality risk was lowest and apparently flatter over a larger range of BMI.\n\nConclusionResults support a causal role of higher BMI in increasing the risk of all-cause mortality and mortality from other causes. However, studies with greater numbers of deaths are needed to confirm the current findings.","NA"
"715","10.1101/288704","Estimating the proportion of bystander selection for antibiotic resistance in the US","Tedijanto, C.; Olesen, S.; Grad, Y.; Lipsitch, M.","Christine Tedijanto","Center for Communicable Disease Dynamics, Harvard T.H. Chan School of Public Health","2018-03-26",1,"15","new results","epidemiology","Bystander selection -- the selective pressures exerted by antibiotics on microbial flora that are not the target pathogen of treatment -- is critical to understanding the total impact of broad-spectrum antibiotic use; however, to our knowledge, this effect has never been quantified. Using the 2010-2011 National Ambulatory Medical Care Survey and National Hospital Ambulatory Medical Care Survey (NAMCS/NHAMCS), the Human Microbiome Project, and additional carriage and etiological data from existing literature, we estimate the magnitude of bystander selection for a range of clinically relevant antibiotic-species pairs as the proportion of all exposures of an antibiotic experienced by a species for conditions in which that species was not the causative pathogen (\""proportion of bystander exposures\""). For outpatient prescribing in the United States, we find that this proportion over all included antibiotics is over 80% for 8 out of 9 organisms of interest. Low proportions of bystander exposure are often associated with infrequent bacterial carriage or a high proportion of antibiotic prescribing focused on conditions caused by the species of interest. Using the proportion of bystander exposures, we roughly estimate that S. aureus and E. coli may benefit from 90.7% and 99.7%, respectively, of the estimated reduction in antibiotic use due to pneumococcal conjugate vaccination, despite not being the pathogen targeted by the vaccine. These results underscore the importance of considering antibiotic exposures to bystanders, in addition to the targeted pathogen, in measuring the impact of antibiotic resistance interventions.\n\nSignificance StatementThe forces that contribute to changing population prevalence of antibiotic resistance are not well understood. Bystander selection -- the inadvertent pressures imposed by antibiotics on the microbial flora other than the pathogen targeted by treatment -- is hypothesized to be a major factor in the propagation of antibiotic resistance, but its extent has not been characterized. We estimate the proportion of bystander exposures across a range of antibiotics and organisms and describe factors driving variability of these proportions. Impact estimates for antibiotic resistance interventions, including vaccination, are often limited to effects on a target pathogen. However, the reduction of antibiotic treatment for illnesses caused by the target pathogen may have the broader potential to decrease bystander selection pressures for resistance on many other organisms.","10.1073/pnas.1810840115"
"716","10.1101/287581","Sample size calculation for estimating key epidemiological parameters using serological data and mathematical modelling","Blaizot, S.; Herzog, S. A.; Abrams, S.; Theeten, H.; Litzroth, A.; Hens, N.","Stephanie Blaizot","CHERMID/VAXINFECTIO, University of Antwerp, Belgium","2018-03-26",1,"4","new results","epidemiology","BackgroundOur work was motivated by the need to, given serum availability and/or financial resources, decide on which samples to test for different pathogens in a serum bank. Simulation-based sample size calculations were performed to determine the age-based sampling structures and optimal allocation of a given number of samples for testing across various age groups best suited to estimate key epidemiological parameters (e.g., seroprevalence or force of infection) with acceptable precision levels in a cross-sectional seroprevalence survey.\n\nMethodsStatistical and mathematical models and three age-based sampling structures (survey-based structure, population-based structure, uniform structure) were used. Our calculations are based on Belgian serological survey data collected in 2002 where testing was done, amongst others, for the presence of IgG antibodies against measles, mumps, and rubella, for which a national mass immunisation programme was introduced in 1985 in Belgium, and against varicella-zoster virus and parvovirus B19 for which the endemic equilibrium assumption is tenable in Belgium.\n\nResultsThe optimal age-based sampling structure to use in the sampling of a serological survey as well as the optimal allocation distribution varied depending on the epidemiological parameter of interest for a given infection and between infections.\n\nConclusionsWhen estimating key epidemiological parameters with acceptable levels of precision within the context of a single cross-sectional serological survey, attention should be given to the age-based sampling structure. Simulation-based sample size calculations in combination with mathematical modelling can be utilised for choosing the optimal allocation of a given number of samples over various age groups.","10.1186/s12874-019-0692-1"
"717","10.1101/183988","Temporal epigenomic profiling identifies AHR and GLIS1 as super-enhancer controlled regulators of mesenchymal multipotency","Gerard, D.; Schmidt, F.; Ginolhac, A.; Schmitz, M.; Halder, R.; Ebert, P.; Schulz, M. H.; Sauter, T.; Sinkkonen, L.","Lasse Sinkkonen","University of Luxembourg","2018-03-26",3,"1","new results","genomics","Temporal data on gene expression and context-specific open chromatin states can improve identification of key transcription factors (TFs) and the gene regulatory networks (GRNs) controlling cellular differentiation. However, their integration remains challenging. Here, we delineate a general approach for data-driven and unbiased identification of key TFs and dynamic GRNs, called EPIC-DREM. We generated time-series transcriptomic and epigenomic profiles during differentiation of mouse multipotent bone marrow stromal cells (MSCs) towards adipocytes and osteoblasts. Using our novel approach we constructed time-resolved GRNs for both lineages. To prioritize the identified shared regulators, we mapped dynamic super-enhancers in both lineages and associated them to target genes with correlated expression profiles. We identified aryl hydrocarbon receptor (AHR) and Glis family zinc finger 1 (GLIS1) as mesenchymal key TFs controlled by dynamic MSC-specific super-enhancers that become repressed in both lineages. AHR and GLIS1 control differentiation-induced genes and we propose they function as guardians of mesenchymal multipotency.","10.1093/nar/gky1240"
"718","10.1101/288209","Estimating the Contribution of Proteasomal Spliced Peptides to the HLA-I Ligandome","Mylonas, R.; Beer, I.; Iseli, C.; Chong, C.; Pak, H.; Gfeller, D.; Coukos, G.; Xenarios, I.; Mueller, M.; Bassani-Sternberg, M.","Michal Bassani-Sternberg","Department of Oncology, University Hospital of Lausanne, Lausanne, Switzerland","2018-03-26",1,"4","contradictory results","bioinformatics","Spliced peptides are short protein fragments spliced together in the proteasome by peptide bond formation. True estimation of the contribution of proteasome-spliced peptides (PSPs) to the global Human Leukocyte Antigen (HLA) ligandome is critical. A recent study suggested that PSPs contribute up to 30% of the HLA ligandome. We performed a thorough reanalysis of the reported results using multiple computational tools and various validation steps and concluded that only a fraction of the proposed PSPs passes the quality filters. To better estimate the actual number of PSPs, we present an alternative workflow. We performed de-novo sequencing of the HLA-peptide spectra and discarded all de-novo sequences found in the UniProt database. We checked whether the remaining de-novo sequences could match spliced peptides from human proteins. The spliced sequences were appended to the UniProt fasta file, which was searched by two search tools at a FDR of 1%. We find that maximally 2-4% of the HLA ligandome could be explained as spliced protein fragments. The majority of these potential PSPs have good peptide-spectrum match properties and are predicted to bind the respective HLA molecules. However, it remains to be shown how many of these potential PSPs actually originate from proteasomal splicing events.","10.1074/mcp.ra118.000877"
"719","10.1101/286757","Causal mechanisms of a healthy lifestyle intervention for patients with musculoskeletal pain who are overweight or obese","Williams, A.; Lee, H.; Kamper, S. J.; O'Brien, K.; Wiggers, J.; Wolfenden, L.; Yoong, S. L.; Hodder, R. K.; Robson, E. K.; Haskins, R.; McAuley, J. H.; Williams, C. M.","Amanda Williams","Sch of Medicine and Public Health, HMRI, Univ of Newcastle; Hunter New England Population Health","2018-03-26",1,"4","new results","clinical trials","We assessed the causal mechanisms of a healthy lifestyle intervention for patients with chronic low back pain and knee osteoarthritis (OA), who are overweight or obese. We conducted causal mediation analyses of aggregated data from two RCTs; which included 160 patients with chronic low back pain, and 120 patients with knee OA. Participants were randomised via one central randomisation schedule, to the intervention, or usual care. The intervention consisted of brief advice and referral to a 6-month telephone-based healthy lifestyle coaching service. Participants in the back pain trial were also offered a single physiotherapy consultation. The hypothesised primary mediator was self-reported weight, and alternative mediators were diet, physical activity, and pain beliefs. Outcomes were pain intensity, disability, and quality of life (QoL). Data were analysed using causal mediation analyses with sensitivity analyses for sequential ignorability. All mediation models were specified a priori. The intervention had no effect on pain intensity, disability or physical QoL. The intervention significantly improved mental QoL, however, the intervention effect was not channelled via the selected mediators. The intervention did not reduce weight, or the alternative mediators (diet, physical activity, pain beliefs), and these mediators were not associated with the outcomes (with one exception; poor diet was associated with lower mental QoL). The sensitivity analyses showed that our estimates were stable across all possible levels of residual confounding. Our findings show that the intervention did not cause a meaningful change in the hypothesised mediators, and these mediators were not associated with patient outcomes.","10.1177/0269215519831419"
"720","10.1101/288050","The median and the mode as robust meta-analysis methods in the presence of small study effects","Hartwig, F. P.; Davey Smith, G.; Schmidt, A. F.; Bowden, J.","Fernando Pires Hartwig","Federal University of Pelotas","2018-03-26",1,"4","new results","epidemiology","Meta-analyses based on systematic literature reviews are commonly used to obtain a quantitative summary of the available evidence on a given topic. Despite its attractive simplicity, and its established position at the summit of the evidence-based medicine hierarchy, the reliability of any meta-analysis is largely constrained by the quality of its constituent studies. One major limitation is small study effects, whose presence can often easily be detected, but not so easily adjusted for. Here, robust methods of estimation based on the median and mode are proposed as tools to increase the reliability of findings in a meta-analysis. By re-examining data from published meta-analyses, and by conducting a detailed simulation study, we show that these two simple methods offer notable robustness to a range of plausible bias mechanisms, without making any explicit modelling assumptions. In conclusion, when performing a meta-analysis with suspected small study effects, we recommend reporting the mean, median and modal pooled estimates as a simple but informative sensitivity analyses.","NA"
"721","10.1101/287193","From de novo to \""de nono\"": most novel protein coding genes identified with phylostratigraphy represent old genes or recent duplicates","Casola, C.","Claudio Casola","Texas A&M University","2018-03-26",1,"4","contradictory results","genomics","The evolution of novel protein-coding genes from noncoding regions of the genome is one of the most compelling evidence for genetic innovations in nature. One popular approach to identify de novo genes is phylostratigraphy, which consists of determining the approximate time of origin (age) of a gene based on its distribution along a species phylogeny. Several studies have revealed significant flaws in determining the age of genes, including de novo genes, using phylostratigraphy alone. However, the rate of false positives in de novo gene surveys, based on phylostratigraphy, remains unknown. Here, I re-analyze the findings from three studies, two of which identified tens to hundreds of rodent-specific de novo genes adopting a phylostratigraphy-centered approach. Most of the putative de novo genes discovered in these investigations are no longer included in recently updated mouse gene sets. Using a combination of synteny information and sequence similarity searches, I show that about 60% of the remaining 381 putative de novo genes share homology with genes from other vertebrates, originated through gene duplication, and/or share no synteny information with non-rodent mammals. These results led to an estimated rate of [~]12 de novo genes per million year in mouse. Contrary to a previous study (Wilson et al. 2017), I found no evidence supporting the preadaptation hypothesis of de novo gene formation. Nearly half of the de novo genes confirmed in this study are within older genes, indicating that co-option of preexisting regulatory regions and a higher GC content may facilitate the origin of novel genes.","NA"
"722","10.1101/287656","Efficacy and acceptability of non-invasive brain stimulation for the treatment of adult unipolar and bipolar depression: A systematic review and meta-analysis of randomised sham-controlled trials","Mutz, J.; Edgcumbe, D. R.; Brunoni, A. R.; Fu, C. H. Y.","Julian Mutz","Imperial College London","2018-03-26",1,"4","new results","neuroscience","We examined the efficacy and acceptability of non-invasive brain stimulation in adult unipolar and bipolar depression. Randomised sham-controlled trials of transcranial direct current stimulation (tDCS), transcranial magnetic stimulation (TMS) and theta-burst stimulation (TBS), without co-initiation of another treatment, were included. We analysed response, remission and all-cause discontinuation rates, and depression severity scores. Fifty-four studies were included (N = 2,959, mean age = 44.94 years, 61.98% female). Response rates demonstrated efficacy of high-frequency rTMS over the left DLPFC (OR = 3.94, 95% CI [2.52; 6.15]), right-sided low-frequency rTMS (OR = 7.44, 95% CI [2.06; 26.83]) bilateral rTMS (OR = 3.68, 95% CI [1.66; 8.13]), deep TMS (OR = 1.69, 95% CI [1.003; 2.85]), intermittent TBS (OR = 4.70, 95% CI [1.14; 19.38]) and tDCS (OR = 4.32, 95% CI [2.02; 9.29]); but not for continuous TBS, bilateral TBS or synchronised TMS. There were no differences in all-cause discontinuation rates. The strongest evidence was for high-frequency rTMS over the left DLPFC. Intermittent TBS provides an advance in terms of reduced treatment duration. tDCS is a potential treatment for non-resistant depression.","10.1016/j.neubiorev.2018.05.015"
"723","10.1101/271296","High-accuracy Decoding of Complex Visual Scenes from Neuronal Calcium Responses","Ellis, R. J.; Michaelides, M.","Randall Jordan Ellis","National Institute on Drug Abuse, Icahn School of Medicine at Mount Sinai","2018-03-26",1,"15","new results","neuroscience","The brain contains billions of neurons defined by diverse cytoarchitectural, anatomical, genetic, and functional properties. Sensory encoding and decoding are popular research areas in the fields of neuroscience, neuroprosthetics and artificial intelligence but the contribution of neuronal diversity to these processes is not well understood. Deciphering this contribution necessitates development of sophisticated neurotechnologies that can monitor brain physiology and behavior via simultaneous assessment of individual genetically-defined neurons during the presentation of discrete sensory cues and behavioral contexts. Neural networks are a powerful technique for formulating hierarchical representations of data using layers of nonlinear transformations. Here we leverage the availability of an unprecedented collection of neuronal activity data, derived from [~]25,000 individual genetically-defined neurons of the parcellated mouse visual cortex during the presentation of 118 unique and complex naturalistic scenes, to demonstrate that neural networks can be used to decode discrete visual scenes from neuronal calcium responses with high ([~]96%) accuracy. Our findings highlight the novel use of neural networks for sensory decoding using neuronal calcium imaging data and reveal a neuroanatomical map of visual decoding strength traversing brain regions, cortical layers, neuron types, and time. Our findings also demonstrate the utility of feature selection in assigning contributions of neuronal diversity to visual decoding accuracy and the low requirement of network architecture complexity for high accuracy decoding in this experimental context.","NA"
"724","10.1101/282848","Deep Learning Based BCI Control of a Robotic Service Assistant Using Intelligent Goal Formulation","Kuhner, D.; Fiederer, L. D. J.; Aldinger, J.; Burget, F.; Völker, M.; Schirrmeister, R. T.; Do, C.; Boedecker, J.; Nebel, B.; Ball, T.; Burgard, W.","Lukas D.J. Fiederer","Translational Neurotechnology Lab, University Medical Center Freiburg, Germany","2018-03-26",1,"4","new results","neuroscience","As autonomous service robots become more affordable and thus available for the general public, there is a growing need for user-friendly interfaces to control these systems. Control interfaces typically get more complicated with increasing complexity of the robotic tasks and the environment. Traditional control modalities as touch, speech or gesture commands are not necessarily suited for all users. While non-expert users can make the effort to familiarize themselves with a robotic system, paralyzed users may not be capable of controlling such systems even though they need robotic assistance most. In this paper, we present a novel framework, that allows these users to interact with a robotic service assistant in a closed-loop fashion, using only thoughts. The system is composed of several interacting components: non-invasive neuronal signal recording and co-adaptive deep learning which form the brain-computer interface (BCI), high-level task planning based on referring expressions, navigation and manipulation planning as well as environmental perception. We extensively evaluate the BCI in various tasks, determine the performance of the goal formulation user interface and investigate its intuitiveness in a user study. Furthermore, we demonstrate the applicability and robustness of the system in real world scenarios, considering fetch-and-carry tasks and tasks involving human-robot interaction. As our results show, the system is capable of adapting to frequent changes in the environment and reliably accomplishes given tasks within a reasonable amount of time. Combined with high-level planning using referring expressions and autonomous robotic systems, interesting new perspectives open up for non-invasive BCI-based human-robot interactions.","NA"
