"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"161","10.1101/693994","Three-dimensional total-internal reflection fluorescence nanoscopy with nanometric axial resolution by photometric localization of single molecules","Szalai, A. M.; Siarry, B.; Lukin, J.; Williamson, D. J.; Unsain, N.; Refojo, D.; Caceres, A.; Pilo-Pais, M.; Acuna, G.; Owen, D. M.; Simoncelli, S.; Stefani, F. D.","Fernando D. Stefani","Centro de Investigaciones en Bionanociencias (CIBION)-CONICET","2020-04-17",2,"cc_by_nd","new results","biophysics","Single-molecule localization microscopy (SMLM) enables far-field imaging with lateral resolution in the range of 10 to 20 nanometres, exploiting the fact that the centre position of a single molecules image can be determined with much higher accuracy than the size of that image itself. However, attaining the same level of resolution in the axial (third) dimension remains challenging. Here, we present SIMPLER, a photometric method to decode the axial position of single molecules in a total internal reflection fluorescence (TIRF) microscope. SIMPLER requires no hardware modification whatsoever to a conventional TIRF microscope, and complements any 2D SMLM method to deliver 3D images with nearly isotropic nanometric resolution. Examples of the performance of SIMPLER include the visualization of the nuclear pore complex through dSTORM with sub-20 nm resolution and of microtubule cross-sections resolved with sub-10 nm through DNA-PAINT.","NA"
"162","10.1101/2020.04.15.043182","Analyzing engineered point spread functions using phasor-based single-molecule localization microscopy","Martens, K. J. A.; Jabermoradi, A.; Yang, S.; Hohlbein, J.","Johannes Hohlbein","Wageningen University & Research","2020-04-17",2,"cc_by_nc","new results","biophysics","The point spread function (PSF) of single molecule emitters can be engineered in the Fourier plane to encode three-dimensional localization information, creating double-helix, saddle-point or tetra-pod PSFs. Here, we describe and assess adaptations of the phasor-based single-molecule localization microscopy (pSMLM) algorithm to localize single molecules using these PSFs with sub-pixel accuracy. For double-helix, pSMLM identifies the two individual lobes and uses their relative rotation for obtaining z-resolved localizations, while for saddle-point or tetra-pod, a novel phasor-based deconvolution approach is used. The pSMLM software package delivers similar precision and recall rates to the best-in-class software package (SMAP) at signal-to-noise ratios typical for organic fluorophores. pSMLM substantially improves the localization rate by a factor of 2 - 4x on a standard CPU, with 1-1.5{middle dot}104 (double-helix) or 2.5{middle dot}105 (saddle-point/tetra-pod) localizations/second.","NA"
"163","10.1101/2020.04.15.042119","Immunity-and-Matrix-Regulatory Cells Derived from Human Embryonic Stem Cells Safely and Effectively Treat Mouse Lung Injury and Fibrosis","Wu, J.; Song, D.; Li, Z.; Guo, B.; Xiao, Y.; Liu, W.; Liang, L.; Feng, C.; Gao, T.; Wang, Z.; Wen, J.; Yang, S.; Liu, P.; Wang, L.; Wang, Y.; Peng, L.; Feng, G.; Huang, S.; Stacey, G. N.; Li, W.; Huo, Y.; Jin, R.; Zhou, Q.; Wang, L.; Hu, B.; Dai, H.; Hao, J.","Jie Hao","Institute of Zoology, Chinese Academy of Sciences","2020-04-17",2,"cc_no","new results","cell biology","Lung injury and fibrosis represent the most significant outcomes of severe and acute lung disorders, including COVID-19. However, there are still no effective drugs to treat lung injury and fibrosis. In this study, we report the generation of clinical-grade human embryonic stem cells (hESCs)-derived immunity- and matrix-regulatory cells (IMRCs) manufactured under good manufacturing practice (GMP) requirements, that can treat lung injury and fibrosis in vivo. We generate IMRCs through sequentially differentiating hESCs with xeno-free reagents. IMRCs possess a unique gene expression profile distinct from umbilical cord mesenchymal stem cells (UCMSCs), such as higher levels of proliferative, immunomodulatory and anti-fibrotic genes. Moreover, intravenous delivery of IMRCs inhibits both pulmonary inflammation and fibrosis in mouse models of lung injury, and significantly improves the survival rate of the recipient mice in a dose-dependent manner, likely through their paracrine functions. IMRCs are superior to both primary UCMSCs and FDA-approved pirfenidone, with an excellent efficacy and safety profile in mice, monkeys and two severely ill COVID-19 patients in our pilot study. In light of recent public health crises involving pneumonia, acute lung injury (ALI) and acute respiratory distress syndrome (ARDS), our findings indicate that IMRCs are ready for clinical trials on lung disorders.","NA"
"164","10.1101/2020.01.10.900936","Deep Learning Identifies Cardiomyocyte Nuclei in Murine Tissue with High Precision","Ali, S. R.; Nguyen, D.; Wang, B.; Jiang, S.; Sadek, H.","Hesham Sadek","University of Texas Southwestern","2020-04-17",2,"cc_no","new results","cell biology","Proper identification and annotation of cells in mammalian tissues is of paramount importance to biological research. Various approaches are currently used to identify and label cell types of interest in complex tissues. In this report, we generated an artificial intelligence (AI) deep learning model that uses image segmentation to predict cardiomyocyte nuclei in mouse heart sections without a specific cardiomyocyte nuclear label. This tool can annotate cardiomyocytes highly sensitively and specifically (AUC 0.94) using only cardiomyocyte structural protein immunostaining and a global nuclear stain. We speculate that our method is generalizable to other tissues to annotate specific cell types and organelles in a label-free way.","NA"
"165","10.1101/797944","Genotype imputation using the Positional Burrows Wheeler Transform","Rubinacci, S.; Delaneau, O.; Marchini, J.","Jonathan Marchini","Regeneron Genetics Center","2020-04-16",2,"cc_by_nc_nd","new results","genetics","Genotype imputation is the process of predicting unobserved genotypes in a sample of individuals using a reference panel of haplotypes. In the last 10 years reference panels have increased in size by more than 100 fold. Increasing reference panel size improves accuracy of markers with low minor allele frequencies but poses ever increasing computational challenges for imputation methods.

Here we present IMPUTE5, a genotype imputation method that can scale to reference panels with millions of samples. This method continues to refine the observation made in the IMPUTE2 method, that accuracy is optimized via use of a custom subset of haplotypes when imputing each individual. It achieves fast, accurate, and memory-efficient imputation by selecting haplotypes using the Positional Burrows Wheeler Transform (PBWT). By using the PBWT data structure at genotyped markers, IMPUTE5 identifies locally best matching haplotypes and long identical by state segments. The method then uses the selected haplotypes as conditioning states within the IMPUTE model.

Using the HRC reference panel, which has ~65,000 haplotypes, we show that IMPUTE5 is up to 30x faster than MINIMAC4 and up to 3x faster than BEAGLE5.1, and uses less memory than both these methods. Using simulated reference panels we show that IMPUTE5 scales sub-linearly with reference panel size. For example, keeping the number of imputed markers constant, increasing the reference panel size from 10,000 to 1 million haplotypes requires less than twice the computation time. As the reference panel increases in size IMPUTE5 is able to utilize a smaller number of reference haplotypes, thus reducing computational cost.

Author summaryGenome-wide association studies (GWAS) typically use microarray technology to measure genotypes at several hundred thousand positions in the genome. However reference panels of genetic variation consist of haplotype data at >100 fold more positions in the genome. Genotype imputation makes genotype predictions at all the reference panel sites using the GWAS data. Reference panels are continuing to grow in size and this improves accuracy of the predictions, however methods need to be able to scale to increased size. We have developed a new version of the popular IMPUTE software than can handle referenece panels with millions of haplotypes, and has better performance than other published approaches. A notable property of the new method is that it scales sub-linearly with reference panel size. Keeping the number of imputed markers constant, a 100 fold increase in reference panel size requires less than twice the computation time.","NA"
"166","10.1101/2020.04.09.030536","MYB5a/NEGAN activates petal anthocyanin pigmentation and shapes the MBW regulatory network in Mimulus luteusvar. variegatus","Zheng, X.; Om, K.; Stanton, K. A.; Thomas, D.; Cheng, P. A.; Eggert, A.; Yuan, Y.-W.; Puzey, J. R.; Cooley, A. M.","Arielle M Cooley","Whitman College","2020-04-16",3,"cc_by_nc_nd","new results","genetics","Much of the visual diversity of angiosperms is due to the frequent evolution of novel pigmentation patterns in flowers. The gene network responsible for anthocyanin pigmentation, in particular, has become a model for investigating how genetic changes give rise to phenotypic innovation. In the monkeyflower genus Mimulus, an evolutionarily recent gain of petal lobe anthocyanin pigmentation in M. luteus var. variegatus was previously mapped to genomic region pla2. Here, we use DNA sequence analysis and spatiotemporal patterns of gene expression to identify MYB5a - homologous to the NEGAN transcriptional activator from M. lewisii - as a likely candidate gene within the pla2 region. Transgenic manipulation of gene expression confirms that MYB5a is both necessary and sufficient for petal lobe anthocyanin pigmentation. The deployment of MYB5a/NEGAN to the petal lobe stands in contrast to its more restricted role as a nectar guide anthocyanin activator in other Mimulus species. Transcriptome sequencing of a MYB5a RNAi line reveals the degree to which other regulators of the anthocyanin pathway - including R3 MYB repressors and bHLH and WD40 co-activators - are responsive to the level of expression of MYB5a. Overall, this work reveals that a genetically simple change, which we hypothesize to be a regulatory mutation in cis to MYB5a, has cascading effects on gene expression, not only on the genes downstream of MYB5a but also on all of its known partners in the anthocyanin regulatory network.

Graphical abstractSolid black arrows indicate the direction (though not magnitude) of gene expression change, following RNAi knockdown of MYB5a/NEGAN in M. l. variegatus. The number of black arrows corresponds to the number of gene copies identified in the transcriptome. Grey symbols denote positive and negative regulatory interactions. RTO is an R3 MYB protein that inhibits anthocyanin biosynthesis by sequestering bHLH proteins away from the MBW complex.



O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=102 SRC=""FIGDIR/small/030536v2_ufig1.gif"" ALT=""Figure 1"">
View larger version (20K):
org.highwire.dtl.DTLVardef@164be19org.highwire.dtl.DTLVardef@fc850eorg.highwire.dtl.DTLVardef@837134org.highwire.dtl.DTLVardef@17d49b5_HPS_FORMAT_FIGEXP  M_FIG C_FIG","NA"
"167","10.1101/826297","Bladder pressure encoding by near-independent fibre subpopulations - implications for decoding","Lubba, C. H.; Ouyang, Z.; Jones, N. S.; Bruns, T. M.; Schultz, S. R.","Simon R Schultz","Imperial College London","2020-04-17",2,"cc_by_nc_nd","new results","bioengineering","ObjectiveWe aim at characterising the encoding of bladder pressure (intravesical pressure) by a population of sensory fibres. This research is motivated by the possibility to restore bladder function in elderly patients or after spinal cord injury using implanted devices, so called bioelectronic medicines. For these devices, nerve-based estimation of intravesical pressure can enable a personalized and on-demand stimulation paradigm, which will be more effective and efficient. In this context, a better understanding of the encoding strategies employed by the body might in the future be exploited by informed decoding algorithms that enable a precise and robust bladderpressure estimation.

ApproachTo this end, we apply information theory to microelectrode-array recordings from the cat sacral dorsal root ganglion while filling the bladder, conduct surrogate data studies to augment the data we have, and finally decode pressure in a simple informed approach.

Main resultsWe find an encoding scheme by different main bladder neuron types that we divide into three response types (slow tonic, phasic, and derivative fibres). We show that an encoding by different bladder neuron types, each represented by multiple cells, offers reliability through within-type redundancy and high information rates through near-independence of different types. Our subsequent decoding study shows a potentially more robust decoding from mean responses of homogeneous cell pools.

SignificanceWe have here, for the first time, analysed the encoding of intravesical pressure by a population of sensory neurons in a principled way using information theory. We show that even a simple adapted decoder can exploit the redundancy in the population to be more robust against cell loss. This work thus paves the way towards principled encoding studies in the periphery and towards a new generation of informed peripheral nerve decoders for bioelectronic medicines.","NA"
"168","10.1101/432807","Network-based instantaneous recording and video-rate reconstruction of 4D biological dynamics","Wang, Z.; Zhang, H.; Zhu, L.; Li, G.; Li, Y.; Yang, Y.; Ding, Y.; Gao, S.; Hsiai, T. K.; Fei, P.","Peng Fei","HuaZhong University of Science and Technology","2020-04-17",5,"","new results","biophysics","Artefacts and non-uniform resolution together with slow reconstruction speed compromise the full capability of light-field microscopy for in toto observation of fast biological dynamics. Here, we demonstrate that combining a view-channel-depth (VCD) neural network with light-field microscopy can mitigate these limitations, yielding artefact-free three-dimensional image sequences with uniform spatial resolution and near three-orders-higher video-rate reconstruction throughput. We imaged neuronal activities across moving C. elegans and blood flow in a beating zebrafish heart at single-cell resolution with volume rates up to 200 Hz.","NA"
"169","10.1101/2020.04.15.042291","The deubiquitylase USP9X controls ribosomal stalling","Clancy, A.; Heride, C.; Pinto-Fernandez, A.; Kallinos, A.; Kayser-Bricker, K.; Wang, W.; Smith, V.; Elcocks, H.; Davis, S.; Fessler, S.; McKinnon, C.; Katz, M.; Hammonds, T.; Jones, N. P.; O'Connell, J.; Follows, B.; Mischke, S.; Caravella, J. A.; Ioannidis, S.; Dinsmore, C.; Kim, S.; Behrens, A.; Komander, D.; Kessler, B. M.; Urbe, S.; Clague, M. J.","Michael J Clague","University of Liverpool","2020-04-17",2,"cc_by","new results","cell biology","When a ribosome stalls during translation, it runs the risk of collision with a trailing ribosome. Such an encounter leads to the formation of a stable di-ribosome complex, which needs to be resolved by a dedicated machinery. The initial stalling and the subsequent resolution of di-ribosomal complexes requires activity of Makorin and ZNF598 ubiquitin E3 ligases respectively, through ubiquitylation of the eS10 and uS10 sub-units of the ribosome. It is common for the stability of RING E3 ligases to be regulated by an interacting deubiquitylase (DUB), which often opposes auto-ubiquitylation of the E3. Here, we show that the DUB USP9X directly interacts with ZNF598 and regulates its abundance through the control of protein stability in human cells. We have developed a highly specific small molecule inhibitor of USP9X. Proteomics analysis, following inhibitor treatment of HCT116 cells, confirms previous reports linking USP9X with centrosome associated protein stability and reveals loss of ZNF598 and Makorin 2. In the absence of USP9X or following chemical inhibition of its catalytic activity, steady state levels of Makorins and ZNF598 are diminished and the ribosomal quality control pathway is impaired.","NA"
"170","10.1101/784439","Evaluating the informativeness of deep learning annotations for human complex diseases","Dey, K. K.; van de Geijn, B. K.; Kim, S. S.; Hormozdiari, F.; Kelley, D. R.; Price, A.","Kushal K Dey","Harvard T.H. Chan School of Public Health","2020-04-17",2,"cc_by_nc_nd","new results","genetics","Deep learning models have shown great promise in predicting genome-wide regulatory effects from DNA sequence, but their informativeness for human complex diseases and traits is not fully understood. Here, we evaluate the disease informativeness of allelic-effect annotations (absolute value of the predicted difference between reference and variant alleles) constructed using two previously trained deep learning models, DeepSEA and Basenji. We apply stratified LD score regression (S-LDSC) to 41 independent diseases and complex traits (average N=320K) to evaluate each annotations informativeness for disease heritability conditional on a broad set of coding, conserved, regulatory and LD-related annotations from the baseline-LD model and other sources; as a secondary metric, we also evaluate the accuracy of models that incorporate deep learning annotations in predicting disease-associated or fine-mapped SNPs. We aggregated annotations across all tissues (resp. blood cell types or brain tissues) in meta-analyses across all 41 traits (resp. 11 blood-related traits or 8 brain-related traits). These allelic-effect annotations were highly enriched for disease heritability, but produced only limited conditionally significant results - only Basenji-H3K4me3 in meta-analyses across all 41 traits and brain-specific Basenji-H3K4me3 in meta-analyses across 8 brain-related traits. We conclude that deep learning models are yet to achieve their full potential to provide considerable amount of unique information for complex disease, and that the informativeness of deep learning models for disease beyond established functional annotations cannot be inferred from metrics based on their accuracy in predicting regulatory annotations.","NA"
"171","10.1101/797829","Gene-environment interactions using a Bayesian whole genome regression model","Kerin, M.; Marchini, J.","Jonathan Marchini","Regeneron Genetics Center","2020-04-17",2,"cc_by","new results","genetics","The contribution of gene-environment (GxE) interactions for many human traits and diseases is poorly characterised. We propose a Bayesian whole genome regression model, LEMMA, for joint modeling of main genetic effects and gene-environment interactions in large scale datasets such as the UK Biobank, where many environmental variables have been measured. The method estimates a linear combination of environmental variables, called an environmental score (ES), that interacts with genetic markers throughout the genome, and provides a readily interpretable way to examine the combined effect of many environmental variables. The ES can be used both to estimate the proportion of phenotypic variance attributable to GxE effects, and also to test for GxE effects at genetic variants across the genome. GxE effects can induce heteroscedasticity in quantitative traits and LEMMA accounts for this using robust standard error estimates when testing for GxE effects. When applied to body mass index, systolic, diastolic and pulse pressure in the UK Biobank we estimate that 9.3%, 3.9%, 1.6% and 12.5% of phenotypic variance is explained by GxE interactions, and that low frequency variants explain most of this variance. We also identify 3 loci that interact with the estimated environmental scores (- log10 p > 7.3).","NA"
"172","10.1101/2020.01.21.914549","Candida albicans exhibits distinct cytoprotective responses to anti-fungal drugs that facilitate the evolution of drug resistance","Bettauer, V.; Massahi, S.; Khurdia, S.; Costa, A.; Omran, R.; Khosravi, N.; Simpson, S.; Harb, M.; Dumeaux, V.; Whiteway, M.; Hallett, M.","V Bettauer","Concordia University","2020-04-17",2,"cc_by","new results","genomics","We developed a modified protocol for nanolitre droplet-based single cell sequencing appropriate for fungal settings, and used it to transcriptionally profiled several thousands cells from a prototrophic Candida albicans population and several drug exposed colonies (incl. fluconazole, caspofungin and nystatin). Thousands of cells from each colony were profiled both at early and late time points post-treatment in order to infer survival trajectories from initial drug tolerance to drug resistance. We find that prototrophic C. albicans populations differentially and stochastically express cytoprotective epigenetic programs. For all drugs, there is evidence that tolerant individuals partition into distinct subpopulations, each with a unique survival strategy involving different regulatory programs. These responses are weakly related to changes in morphology (shift from white to opaque forms, or shift from yeast to filamentous forms). In turn, those subpopulations that successfully reach resistance each have a distinct multivariate epigenetic response that coordinates the expression of efflux pumps, chaperones, transport mechanisms, and cell wall maintenance. Live cell fluorescent imaging was used to validate predictions of which molecular responses most often led to survival after drug exposure. Together our findings provide evidence that C. albicans has a robust toolkit of short-term epigenetic cytoprotective responses designed to ""buy time"" and increase the chance of acquiring long-term resistance.","NA"
"173","10.1101/854927","Genetic Association Study of Childhood Aggression across raters, instruments and age","Ip, H. F.; van der Laan, C. M.; Krapohl, E. M. L.; Brikell, I.; Sanchez-Mora, C.; Nolte, I. M.; St Pourcain, B.; Bolhuis, K.; Palviainen, T.; Zafarmand, H.; Colodro-Conde, L.; Gordon, S.; Zayats, T.; Aliev, F.; Jiang, C.; Wang, C. A.; Saunders, G.; Karhunen, V.; Hammerschlag, A. R.; Adkins, D. E.; Border, R.; Peterson, R. E.; Prinz, J. A.; Thiering, E.; Seppälä, I.; Vilor-Tejedor, N.; Ahluwalia, T. S.; Day, F. R.; Hottenga, J.-J.; Allegrini, A. G.; Rimfeld, K.; Chen, Q.; Lu, Y.; Martin, J.; Soler Artigas, M.; Rovira, P.; Bosch, R.; Espanol, G.; Ramos Quiroga, J. A.; Neumann, A.; Ensink, J.; ","Hill Fung Ip","Vrije Universiteit Amsterdam","2020-04-16",2,"cc_by_nc_nd","new results","genomics","BackgroundHuman aggressive behavior (AGG) has a substantial genetic component. Here we present a large genome-wide association meta-analysis (GWAMA) of childhood AGG.

MethodsWe analyzed assessments of AGG for a total of 328,935 observations from 87,485 children (aged 1.5 - 18 years), from multiple assessors, instruments, and ages, while accounting for sample overlap. We performed an overall analysis and meta-analyzed subsets of the data within rater, instrument, and age.

ResultsHeritability based on the overall meta-analysis (AGGall) that could be attributed to Single Nucleotide Polymorphisms (SNPs) was 3.31% (SE=0.0038). No single SNP reached genome-wide significance, but gene-based analysis returned three significant genes: ST3GAL3 (P=1.6E-06), PCDH7 (P=2.0E-06) and IPO13 (P=2.5E-06). All three genes have previously been associated with educational traits. Polygenic scores based on our GWAMA significantly predicted aggression in a holdout sample of children and in retrospectively assessed childhood aggression. We obtained moderate-to-strong genetic correlations (rg s) with selected phenotypes from multiple domains, but hardly with any of the classical biomarkers thought to be associated with AGG. Significant genetic correlations were observed with most psychiatric and psychological traits (range |rg|: 0.19 -.1.00), except for obsessive-compulsive disorder. Aggression had a negative genetic correlation (rg =[~]-0.5) with cognitive traits and age at first birth. Aggression was strongly genetically correlated with smoking phenotypes (range |rg|: 0.46 - 0.60). Genetic correlations between AGG and psychiatric disorders were strongest for mother- and self-reported AGG.

ConclusionsThe current GWAMA of childhood aggression provides a powerful tool to interrogate the genetic etiology of AGG by creating individual polygenic scores and genetic correlations with psychiatric traits.","NA"
"174","10.1101/2020.04.16.044693","Gut Mycobiome Dysbiosis Is Linked to Hypertriglyceridemia among Home Dwelling Elderly Danes","AHMAD, H. F.; Castro Mejia, J. L.; Krych, L.; Khakimov, B.; Kot, W.; Bechshoft, R. L.; Reitelseder, S.; Hojfeldt, G. W.; Engelsen, S. B.; Holm, L.; Faust, K.; Nielsen, D. S.","HAJAR FAUZAN AHMAD","Universiti Malaysia Pahang","2020-04-17",1,"cc_by","new results","microbiology","Gut microbial dysbiosis have been in the etiology of a number of diseases, yet the presence of fungal communities and their possible association with host health are little understood. This study attempts to identify gut microbial fungal associations with the progression of atherogenic dyslipidemia in a population of older adults by investigating the interplay between dietary intake, gut mycobiome composition, plasma and fecal metabolome and anthropometric/body-composition measurements of 100 Danes aged 65 to 81 (69.57 {+/-} 3.64) years. The gut mycobiome composition were determined by high-throughput sequencing of internal transcribed spacer (ITS2) gene amplicons, while the plasma and fecal metabolome was determined by GC-TOF-MS. The gut microbiome of the subjects investigated is home to three main eukaryotic phyla, namely Ascomycota, Basidiomycota and Zygomycota, with genera Penicillium, Candida, and Aspergillus being particularly common. Hypertriglyceridemia was associated with fewer observed fungal species, and Bray-Curtis dissimilarity matrix-based analysis showed significant (P<0.05) clustering according to fasting levels of circulating plasma triglycerides (Tg) and very low-density lipoprotein (VLDL) cholesterol fasting levels, respectively. Interestingly, neither hypertriglyceridemia nor elevated VLDL levels were reflected in the prokaryotic component of the gut microbiome as determined by 16S rRNA gene amplicon sequencing. Higher levels of Tg and VLDL cholesterol significantly associates with increased relative abundance of genus Penicillium, possibly mediated by a higher dietary fat intake (ANOVA, P<0.05), and Aspergillus and Guehomyces were positively associated with SCFAs groups. Collectively, these findings suggest that in older adults gut mycobiome dysbiosis is associated with hypertriglyceridemia, a known risk factor for development of cardiovascular disease.","NA"
"175","10.1101/797928","Virulence potential of a multidrug-resistant Escherichia coli strain belonging to the emerging clonal group ST101-B1 isolated from bloodstream infection","Gheller, A. C. d. M. S.; Silva, R. M.; Valiatti, T. B.; Santos, F. F.; Santos-Neto, J. F.; Cayo, R.; Streling, A. P.; Nodari, C. S.; Gales, A. C.; Nishiyama-Junior, M. Y.; Carvalho, E.; Gomes, T. A. T.","Ana Carolina  de Mello Santos Gheller","Universidade Federal de São Paulo","2020-04-17",3,"cc_by_nc_nd","new results","microbiology","Escherichia coli EC121 is a multidrug-resistant (MDR) strain isolated from bloodstream infection of an inpatient with persistent gastroenteritis and Zone T lymphoma, that died due to septic shock. Despite causing an extraintestinal infection, it harbors few known virulence factors and was assigned into phylogenetic group B1. To evaluate if the EC121 was pathogenic or opportunistic, its genome was sequenced, and an in vitro characterization of some pathogenicity-associated properties was performed. The data retrieved from genome analysis showed that E. coli strain EC121 belongs to the O154:H25 serotype, and to ST101-B1, which was epidemiologically linked to extraintestinal infections and antimicrobial resistance spread as well. Moreover, it was closely related to Shiga-toxin producing E. coli (STEC). Besides, strain EC121 is an MDR strain harboring 14 antimicrobial resistance genes, including blaCTX-M-2, and more than 50 complete virulence genetic clusters, which are reported to be associated either with DEC or ExPEC. The strain also displays the capacity to adhere to a variety of cell lineages, and invade T24 bladder cells, as well as the ability to form biofilms on abiotic surfaces, and survive the bactericidal serum complement activity. Additionally, it is virulent in the Galleria mellonella model. Altogether, E. coli EC121 unveiled to be a pathogen powered by its multi-drug resistance characteristic. Carry out studies providing accurate information about the virulence potential of all kinds of MDR strains are essential because these studies will help in the development of alternative therapies of infection management and spread control of MDR strains.

Authors summaryThe phylogenetic origin of extraintestinal pathogenic Escherichia coli is mostly associated with phylogroup B2, and the majority of the studies regarding extraintestinal infection focus on the most virulent strains, which might also present multidrug-resistant (MDR) phenotype. Strains belonging to phylogroup B1 and isolated from extraintestinal infections are considered as opportunist pathogens and have their virulence neglected. We focus our study in one MDR strain isolated from bloodstream infection that belongs to phylogenetic group B1 to enlarge the knowledge about the virulence of this kind of strain. We demonstrated that the EC121 is capable of adheres to intestinal and bladder human cells, and invades the latter one; it survives to human serum bactericidal effects and produces biofilm. Additionally, the in vivo assay confirmed the EC121 virulence, showing that it should be considered a pathogenic strain. The genetic analyzes highlighted important aspects of EC121 which are typical from strains of sequence type 101, like its involvement in the spread of antimicrobial resistance genes and its relationship with extraintestinal infection from diverse sources. Information concerning the virulence of MDR strains is important for the development of global actions treating the spread of antimicrobial resistance, as well as to elucidate the pathogenesis of strains that were considered as an opportunist.","NA"
"176","10.1101/2020.02.20.958975","Uncovering the core microbiome and distributions of palmerolide in Synoicum adareanum across the Anvers Island archipelago, Antarctica","Murray, A. E.; Avalon, N. E.; Bishop, L.; Davenport, K. W.; Delage, E.; Dichosa, A. E. K.; Eveillard, D.; Higham, M. L.; Kokkaliari, S.; Lo, C.-C.; Riesenfeld, C. S.; Young, R. M.; Chain, P. S. G.; Baker, B. J.","Alison E. Murray","Desert Research Institute","2020-04-17",2,"cc_no","new results","microbiology","Polar marine ecosystems hold the potential for bioactive compound biodiscovery, based on their untapped macro- and microorganismal diversity. Characterization of polar benthic marine invertebrate-associated microbiomes is limited to few studies. This study was motivated by our interest in better understanding the microbiome structure and composition of the ascidian, Synoicum adareanum, in which the bioactive macrolide that has specific activity to melanoma, palmerolide A (PalA), was found. PalA bears structural resemblance to a combined nonribosomal peptide polyketide, that has similarities to microbially-produced macrolides. We conducted a spatial survey to assess both PalA levels and microbiome composition in S. adareanum in a region of the Antarctic Peninsula near Anvers Island (64{degrees} 46'S, 64{degrees} 03'W). PalA was ubiquitous and abundant across a collection of 21 ascidians (3 subsamples each) sampled from seven sites across the Anvers Island archipelago. The microbiome composition (V3-V4 16S rRNA gene sequence variants) of these 63 samples revealed a core suite of 21 bacteria, 20 of which were distinct from regional bacterioplankton. Co-occurrence analysis yielded several potentially interacting subsystems and, although the levels of PalA detected were not found to correlate with specific sequence variants, the core members appeared to occur in a preferred optimum and tolerance range of PalA levels. Taking these results together with an analysis of biosynthetic potential of related microbiome taxa indicates a core microbiome with substantial promise for natural product biosynthesis that likely interact with the host and with each other.","NA"
"177","10.1101/2020.04.14.041319","A blueprint for the implementation of a validated approach for the detection of SARS-Cov2 in clinical samples in academic facilities","Sridhar, S.; Forrest, S.; Kean, I.; Young, J.; Bartholdson Scott, J.; Maes, M.; Pereira-Dias, J.; Parmar, S.; Routledge, M.; Rivett, L.; Dougan, G.; Weekes, M.; Curran, M.; Goodfellow, I. G.; Baker, S.","Stephen Baker","Cambridge University","2020-04-17",1,"cc_by","new results","molecular biology","The COVID-19 pandemic is expanding at an unprecedented rate. As a result, diagnostic services are stretched to their limit, and there is a clear need for the provision of additional diagnostic capacity. Academic laboratories, many of which are closed due to governmental lockdowns, may be in a position to support local screening capacity by adapting their current laboratory practices. Here, we describe the process of developing a SARS-Cov2 diagnostic workflow in a conventional academic Containment Level 2 (CL2) laboratory. Our outline includes simple SARS-Cov2 deactivation upon contact, the methods for a quantitative real-time reverse transcriptase PCR (qRT-PCR) detecting SARS-Cov2, a description of process establishment and validation, and some considerations for establishing a similar workflow elsewhere. This was achieved under challenging circumstances through the collaborative efforts of scientists, clinical staff, and diagnostic staff to mitigate to the ongoing crisis. Within 14 days, we created a validated COVID-19 diagnostics service for healthcare workers in our local hospital. The described methods are not exhaustive, but we hope may offer support to other academic groups aiming to set up something comparable in a short time frame.","NA"
"178","10.1101/2020.04.07.029918","Effects of Selective Dopamine D2 or D3 Receptor Antagonism on Morphine-Induced Locomotion in Mice","Botz-Zapp, C. A.; Foster, S. L.; Newman, A. H.; Weinshenker, D.; Manvich, D. F.","Daniel F Manvich","Department of Cell Biology and Neuroscience, Rowan University School of Osteopathic Medicine, Stratford, NJ 08084","2020-04-17",2,"cc_by_nc_nd","new results","neuroscience","RationaleThe dopamine D3 receptor (D3R) has garnered interest as a pharmacotherapeutic target for the treatment of opioid use disorder (OUD). Recent evidence suggests that D2R and D3R antagonism oppositely affect the locomotor-activating effects of cocaine, but whether this pattern extends to opioid-induced hyperactivity remains unresolved.

ObjectiveThis study compared the impact of selective D2R vs. D3R antagonists on the locomotor-activating effects of acute and repeated morphine administration in mice. Catalepsy following D2R vs. D3R antagonism alone or in combination with morphine was also assessed.

MethodsC57Bl/6J mice were pretreated with either the highly-selective D3R antagonist PG01037 (vehicle, 10.0 mg/kg) or the selective D2R antagonist L-741,626 (vehicle, 10.0 mg/kg) and tested for 1) locomotor activity induced by acute morphine administration (10.0 - 56.0 mg/kg), 2) locomotor sensitization following repeated morphine administration (56.0 mg/kg), or 3) catalepsy after administration of either antagonist alone or in combination with morphine (10.0 - 56.0 mg/kg).

ResultsIn locomotion studies, both PG01037 and L-741,626 shifted the acute morphine dose-response function rightward/downward, although the inhibitory effect of L-741,626 pretreatment was more robust. Likewise, PG01037 pretreatment partially attenuated, while L-741,626 pretreatment fully abolished, morphine-induced locomotor sensitization. L-741,626 produced catalepsy that was blunted by morphine, whereas PG01037 did not induce catalepsy under any conditions.

ConclusionsD2R or D3R antagonism attenuates morphine-induced locomotor activity and sensitization. D2R antagonism produces a stronger suppression of these effects, but also induced modest cataleptic effects which were not observed following D3R antagonism. The results lend additional support to the investigation of selective D3R antagonists as treatments for OUD.","NA"
