"","doi","title","authors","author_corresponding","author_corresponding_institution","date","version","license","type","category","abstract","published"
"35","10.1101/2020.01.01.884544","Rapid quantitative assessment of fish larvae community composition using metabarcoding","Ratcliffe, F. C.; Uren Webster, T. M.; Rodriguez Barreto, D.; O'Rorke, R.; Garcia de Leaniz, C.; Consuegra, S.","Sofia Consuegra","Swansea University","2020-01-02",1,"cc_by_nd","new results","ecology","Climate change stressors greatly impact the early life-stages of many organisms but their cryptic morphology often renders them difficult to monitor using morphological identification. High-throughput sequencing of DNA amplicons (metabarcoding) is potentially a rapid and cost-effective method to monitor early life-stages for management and environmental impact assessment purposes. Yet, there is conflicting information about the quantitative capability of metabarcoding. We compared metabarcoding with traditional morphological identification to evaluate taxonomic precision and reliability of abundance estimates, using 332 fish larvae from multinet hauls (0-50m depth) collected at 14 offshore sampling sites in the Irish and Celtic seas. To improve relative abundance estimates, the amount of tissue for each specimen was standardised and mitochondrial primers with conserved binding sites were used. Family level correction factors for amplification bias and back-calculations were applied to estimate numbers of individuals of a given taxon in a sample. Estimates from metabarcoding reads and morphological assessment were positively correlated for relative family abundances as well as taxon richness (Rs=0.81, P=0.007) and diversity (Rs=0.88, P=0.003). After applying family level correction, back-estimates of the number of individuals per family within a sample were accurate to {+/-} 2 individuals. Spatial patterns of community composition did not differ significantly between metabarcoding and morphological assessments.

Our results show that DNA metabarcoding of bulk tissue samples can be used to monitor changes in fish larvae abundance and community composition. This represents a feasible, efficient and faster alternative to morphological identification that can be applied to terrestrial and aquatic habitats.","NA"
"36","10.1101/2019.12.31.892208","Zooplankters in an oligotrophic ocean: contrasts in the niches of the foraminifers Globigerinoides ruber and Trilobatus sacculifer in the tropical South Pacific","Scott, G. H.","George Hodge Scott","GNS Science","2020-01-02",1,"cc_by_nd","new results","ecology","The distributions of two morphologically similar planktonic foraminifera (Globigerinoides ruber and Trilobus sacculifer) that are major taxa in the mixed layer of the tropical South Pacific Ocean are related to environmental variables (sea surface temperature, chlorophyll-a, nitrate, phosphate, salinity, oxygen) to determine the extent to which their niches overlap. Their distributions in ForCenS, a database of species in seafloor sediment are studied as a proxy for upper ocean data and are analysed as occurrences using MaxEnt, and as relative abundances via non-parametric regression (Random Forests). Their distributions are similar and their co-occurrences are high but relations between their abundances and the environmental variables are complex and non-linear. In the occurrence analysis sea surface temperature is the strongest predictor of niche suitability, followed by chlorophyll-a; environments between 0 - 20{degrees} S are mapped as the most suitable for both species. To the contrary, predicted species distributions are strongly differentiated by the abundance analysis. Nitrate and chlorophyll-a are primary variables in the map of predicted relative abundances of Globigerinoides ruber, with maxima in the hyper-oligotrophic zone of the subtropical gyre. In contrast, sea surface temperature and chlorophyll-a are primary variables in the map for Trilobatus sacculifer and predicted maxima are at the margins of the hyper-oligotrophic zone and near the West Pacific Warm Pool. The high relative abundance of Globigerinoides ruber in the hyper-oligotrophic zone is attributed to its close photosymbiotic relation with on-board dinoflagellates; this compensates for the low primary productivity in the zone. It is clearly identified as the best-adapted planktonic foraminifer in this huge marine  desert and might serve as a useful proxy. The photosymbiotic relation is less apparent in Trilobatus sacculifer which, as in vitro research suggests, primarily depends on particulate nutrition. The study shows the value of abundance over occurrence data for analysing the trophic resources of these zooplankters.","NA"
"37","10.1101/2019.12.31.891317","Identification of human CD4+ T cell populations with distinct antitumor activity","Nelson, M. H.; Knochelmann, H. M.; Bailey, S. R.; Huff, L. W.; Bowers, J. S.; Majchrzak, K.; Wyatt, M. M.; Rubinstein, M. P.; Mehrotra, S.; Nishimura, M. I.; Armeson, K.; Giresi, P. G.; Zilliox, M. J.; Broxmeyer, H. E.; Paulos, C. M.","Chrystal M Paulos","Medical University of South Carolina","2020-01-02",1,"cc_by_nc_nd","new results","immunology","How naturally arising human CD4+ T helper subsets impact tumor immunity is unknown. We reported that human CD4+CD26high T cells elicit potent immunity against solid tumor malignancies. As CD26high T cells secrete type-17 cytokines and have been categorized as Th17 cells, we posited these helper populations would possess similar molecular properties. Herein, we reveal that CD26high T cells are epigenetically and transcriptionally distinct from Th17 cells. Of clinical significance, CD26high T cells engineered with a chimeric antigen receptor (CAR) ablated large human tumors to a greater extent than enriched Th17, Th1, or Th2 cells. Moreover, CD26high T cells mediated curative responses in mice, even when redirected with a suboptimal CAR and without the aid of CD8+ CAR T cells. CD26high T cells co-secreted effector cytokines at heightened levels and robustly persisted. Collectively, our work reveals the potential of human CD4+ T cell populations to improve durability of solid tumor therapies.","NA"
"38","10.1101/2020.01.01.890798","Associative Learning and Motivation Differentially Requires Neuroligin-1 at Excitatory Synapses","Luo, J.; Tan, J. M.; Nithianantharajah, J.","Jess Nithianantharajah","Florey Institute of Neuroscience and Mental Health, University of Melbourne","2020-01-02",1,"cc_no","new results","neuroscience","In a changing environment, a challenge for the brain is to flexibly guide adaptive behavior towards survival. Understanding how these decision-making processes and underlying neural computations are orchestrated by the structural components of the brain, from circuits to cells, and ultimately the signaling complex of proteins at synapses, is central to elucidating the mechanisms that shape normal and abnormal brain connectivity, plasticity and behavior. At excitatory synapses, neuroligin-1 (Nlgn1) a postsynaptic cell-adhesion molecule required for the formation of trans-synaptic complexes with presynaptic partners is critical for regulating synapse specification, function and plasticity. Extensive evidence shows Nlgn1 is essential for synaptic transmission and long-term plasticity, but how these signaling processes ultimately regulate components of cognitive behavior is much less understood. Here, employing a comprehensive battery of touchscreen-based cognitive assays, we measured two key decision problems: i) the ability to learn and exploit the associative structure of the environment and ii) the trade-off between potential rewards and costs, or positive and negative utilities associated with available actions. We found that mice lacking Nlgn1 have an intact capacity to acquire complex associative structures and adjust learned associations. However, loss of Nlgn1 alters motivation leading to a reduced willingness to overcome response effort for reward and an increased willingness to exert effort to escape an aversive situation. We suggest Nlgn1 may be important for balancing the weighting on positive and negative utilities in reward-cost trade-off. Our findings identify Nlgn1 is essential for regulating distinct cognitive processes underlying decision-making, providing evidence of a new model for dissociating the computations underlying learning and motivational processing.","NA"
"39","10.1101/2019.12.31.889139","Molecular Diversity Among Adult Hippocampal and Entorhinal Cells","Franjic, D.; Choi, J.; Skarica, M.; Xu, C.; Li, Q.; Ma, S.; Tebbenkamp, A. T. N.; Santpere, G.; Arellano, J. I.; Gudelj, I.; Jankovic-Rapan, L.; Sousa, A. M. M.; Rakic, P.; Sestan, N.","Nenad Sestan","Department of Neuroscience, Yale School of Medicine, New Haven, CT, USA; Departments of Genetics, Psychiatry, and Comparative Medicine, Program in Cellular Neur","2020-01-02",1,"cc_by_nc_nd","new results","neuroscience","The hippocampal-entorhinal system is comprised of functionally distinct subregions collectively critical for cognition, and selectively vulnerable to aging and pathological processes. To gain insights into neuronal and non-neuronal populations within this system, we performed single-nucleus transcriptional profiling from five human hippocampal-entorhinal subregions. We found that transcriptomic diversity of excitatory neurons across these subregions reflected the molecular transition from three-layered archicortex to six-layered neocortex. Additionally, mRNA and protein for DCX, an immature neuron marker, were clearly detected in some cells, but not in dentate granule cells, the cell-type predicted to be generated in adult neurogenesis. We also found that previously functionally uncharacterized METTL7B was enriched in human and non-human primate neuronal subtypes less vulnerable to initial Alzheimers disease pathology. Proteomic and biochemical assays revealed METTL7B interacts with Alzheimers disease-related proteins, including APP, and its overexpression reduced amyloid-beta generation. These results reveal cell type-specific molecular properties relevant for hippocampal-entorhinal physiology and dysfunction.","NA"
"40","10.1101/2019.12.31.892083","Material category determined by specular reflection structure mediates the processing of image features for perceived gloss","Schmid, A. C.; Barla, P.; Doerschner, K.","Alexandra C. Schmid","Justus Liebig University Giessen","2020-01-02",1,"cc_by_nc_nd","new results","neuroscience","There is a growing body of work investigating the visual perception of material properties like gloss, yet practically nothing is known about how the brain recognises different material classes like plastic, pearl, satin, and steel, nor the precise relationship between material properties like gloss and perceived material class. We report a series of experiments that show that parametrically changing reflectance parameters leads to qualitative changes in material appearance beyond those expected by the reflectance function used. We measure visual (image) features that predict these changes in appearance, and causally manipulate these features to confirm their role in perceptual categorisation. Furthermore, our results suggest that the same visual features underlie both material recognition and surface gloss perception. However, the predictiveness of each feature to perceived gloss changes with material category, suggesting that the pockets of feature space occupied by different material classes affect the processing of those very features when estimating surface glossiness. Our results do not support a traditional feedforward view that assumes that material perception proceeds from low-level image measurements, to mid-level estimates of surface properties, to high-level material classes, nor the idea that material properties like gloss and material class are simultaneously ""read out"" from visual gloss features. Instead, we suggest that the perception and neural processing of material properties like surface gloss should be considered in the context of material recognition.","NA"
"41","10.1101/2019.12.31.891408","Acute Stress Desensitizes Hypothalamic CRH Neurons to Norepinephrine and Physiological Stress","Jiang, Z.; Chen, C.; Weiss, G. L.; Fu, X.; Fisher, M. O.; Begley, J. C.; Stevens, C. R.; Harrison, L. M.; Tasker, J. G.","Jeffrey G Tasker","Tulane University","2020-01-02",1,"cc_no","new results","neuroscience","Noradrenergic afferents to corticotropin releasing hormone (CRH) neurons of the hypothalamic paraventricular nucleus (PVN) provide a major excitatory drive to the hypothalamic-pituitary-adrenal (HPA) axis via 1 adrenoreceptor activation. The ascending noradrenergic afferents are recruited preferentially by physiological, rather than psychological, stress modalities.

Glucocorticoids secreted in response to HPA activation feed back onto the hypothalamus to negatively regulate the HPA axis, providing a critical autoregulatory constraint that prevents glucocorticoid overexposure. Whether differential negative feedback mechanisms target stress modality-specific HPA activation is not known. Here, we reveal a desensitization of the 1 adrenoreceptor activation of the HPA axis following acute stress that is mediated by rapid glucocorticoid regulation of adrenoreceptor trafficking. Prior stress desensitized the HPA axis to subsequent physiological, but not psychological, stress. Our findings demonstrate rapid glucocorticoid suppression of adrenoreceptor signaling in CRH neurons that is specific to physiological stress activation, and reveal, therefore, a rapid, modality-selective glucocorticoid feedback mechanism.","NA"
"42","10.1101/2019.12.31.891507","Weekend light shifts evoke persistent Drosophila circadian neural network desynchrony","Nave, C.; Roberts, L.; Hwu, P.; Estrella, J. D.; Vo, T. C.; Nguyen, T. H.; Pervolarakis, N.; Shaw, P. J.; Leise, T. L.; Holmes, T. C.","Todd C Holmes","University of California, Irvine","2020-01-02",1,"cc_no","new results","neuroscience","Billions of people subject themselves to phase-shifting light signals on a weekly basis by remaining active later at night and sleeping in later on weekends relative to weekday for up to a 3hr weekend light shift (WLS). Unnatural light signals disrupt circadian rhythms and physiology and behavior. Real-time light responses of mammalian suprachiasmatic nucleus are unmeasurable at single cell resolution. We compared Drosophila whole-circadian circuit responses between unshifted daytime/nighttime schedule and a 3hr WLS schedule at the single-cell resolution in cultured adult Drosophila brains using real-time bioluminescence imaging of the PERIOD protein for 11 days to determine how light shifts alter biological clock entrainment and stability. We find that circadian circuits show highly synchronous oscillations across all major circadian neuronal subgroups in unshifted light schedules. In contrast, circadian circuits exposed to a WLS schedule show significantly dampened oscillator synchrony and rhythmicity in most circadian neurons during, and after exposure. The WLS schedule first desynchronizes lateral ventral neuron (LNv) oscillations and the LNv are the last to resynchronize upon returning to a simulated weekday schedule. Surprisingly, one circadian subgroup, the dorsal neuron group-3 (DN3s), robustly increase their within-group synchrony in response to WLS exposure. Intact adult flies exposed to the WLS schedule show post-WLS transient defects in sleep stability, learning, and memory. Our findings suggest that WLS schedules disrupt circuit-wide circadian neuronal oscillator synchrony for much of the week, thus leading to observed behavioral defects in sleep, learning, and memory.

Significance StatementThe circadian clock controls numerous aspects of daily animal physiology, metabolism and behavior. Shift work in humans is harmful. Our understanding of circadian circuit-level oscillations stem from ex vivo imaging of mammalian suprachiasmatic nucleus (SCN) brain slices. However, our knowledge is limited to investigations without direct interrogation of phase-shifting light signals. We measured circuit-level circadian responses to a WLS protocol in light sensitive ex vivo Drosophila whole-brain preparation and find robust sub-circuit-specific oscillator desynchrony/resynchrony responses to light. These circuit-level behaviors correspond to our observed functional defects in learning and memory, and sleep pattern disruption in vivo. Our results reflect that WLS cause circadian-circuit desynchronization and correlate with disrupted cognitive and sleep performance.","NA"
"43","10.1101/2019.12.31.891580","The rebound response plays a role in the motion mechanisms and perception","Cohen-Duwek, H.; Spitzer, H.","Hadar Cohen-Duwek","Tel Aviv University","2020-01-02",1,"cc_no","new results","neuroscience","Motion estimation is an essential ability for sighted animals to survive in their natural environment. Many anatomical and electrophysiological studies on low visual levels have been based on the classic pioneering HRC (Hassenstein & Reichaedt Correlator) computational model. The accumulated experimental findings, which have given rise to a debate in the current computational models regarding the interaction between the On and Off pathways. The previous algorithms were challenged to correctly predict physiological experiment results and the two types of motion: a) Phi motion, also termed apparent motion. b) Reverse-phi motion that is perceived when the image contrast flips during the rapid succession. We have developed a computational model supported by simulations, which for the first time leads to correct predictions of the behavioral motions (phi and reverse-phi), while considering separated On and Off pathways and is also in agreement with the relevant electrophysiological findings. This has been achieved through the well-known neuronal response: the rebound response or ""Off response"". We suggest that the rebound response, which has not been taken into account in the previous models, is a key player in the motion mechanism, and its existence requires separation between the On and the Off pathways for correct motion interpretation. We furthermore suggest that the criterial reverse-phi effect is only an epiphenomenon of the rebound response for the visual system. The theoretical predictions are confirmed by a psychophysical experiment on human subjects. Our findings shed new light on the comprehensive role of the rebound response as a parsimonious spatiotemporal detector for motion and additional memory tasks, such as for stabilization and navigation.","NA"
"44","10.1101/2019.12.31.892042","Teratogenic Drug Topiramate Upregulates TGFβ1 and SOX9 Expression in Primary Palatal Mesenchyme Cells","Rafi, S. K.; Goering, J. P.; Olm-Shipman, A. J.; Hipp, L. A.; Ernst, N. J.; Wilson, N. R.; Hall, E. G.; Gunewardena, S.; Saadi, I.","Irfan Saadi","Department of Anatomy and Cell Biology, University of Kansas Medical Center, Kansas City, KS","2020-01-02",1,"cc_by_nc_nd","new results","pharmacology and toxicology","Topiramate is a commonly prescribed anti-epileptic drug with over 8 million prescriptions dispensed annually. Topiramate use during pregnancy has been linked to significantly increased risk of babies born with orofacial clefts (OFCs). However, the exact molecular mechanism of topiramate teratogenicity is unknown. We used an unbiased antibody array analysis to test the effect of topiramate on human embryonic palatal mesenchyme (HEPM) cells. This analysis identified 40 differentially expressed proteins, showing strong connectivity to known OFC genes. However, among known OFC genes, only TGF{beta}1 was significantly upregulated in the antibody array analysis. Next, we validated that topiramate could increase expression of TGF{beta}1 and of downstream target phospho-SMAD2 in primary mouse embryonic palatal mesenchyme (MEPM) cells. Furthermore, we showed that topiramate treatment of primary MEPM cells increased expression of SOX9. SOX9 overexpression in chondrocytes is known to cause cleft palate in mouse. We propose that topiramate mediates upregulation of TGF{beta}1 signaling through activation of {gamma}-aminobutyric acid (GABA) receptors in the palate. TGF{beta}1 and SOX9 play critical roles in orofacial morphogenesis, and their abnormal overexpression may underlie the teratogenic effects of topiramate.","NA"
"45","10.1101/2019.12.31.892166","A single-cell transcriptional roadmap of the mouse and human lymph node lymphatic vasculature","Xiang, M.; Grosso, R. A.; Takeda, A.; Pan, J.; Bekkhus, T.; Brulois, K.; Dermadi, D.; Nordling, S.; Vanlandewijck, M.; Jalkanen, S.; Ulvmar, M. H.; Butcher, E. C.","Eugene C Butcher","Stanford University","2020-01-02",1,"cc_by","new results","systems biology","Single-cell transcriptomics promises to revolutionize our understanding of the vasculature. Emerging computational methods applied to high dimensional single cell data allow integration of results between samples and species, and illuminate the diversity and underlying developmental and architectural organization of cell populations. Here, we illustrate these methods in analysis of mouse lymph node (LN) lymphatic endothelial cells (LEC) at single cell resolution. Clustering identifies five well-delineated subsets, including two medullary sinus subsets not recognized previously as distinct. Nearest neighbor alignments in trajectory space position the major subsets in a sequence that recapitulates known and suggests novel features of LN lymphatic organization, providing a transcriptional map of the lymphatic endothelial niches and of the transitions between them. Differences in gene expression reveal specialized programs for (1) subcapsular ceiling endothelial interactions with the capsule connective tissue and cells, (2) subcapsular floor regulation of lymph borne cell entry into the LN parenchyma and antigen presentation, and (3) medullary subset specialization for pathogen interactions and LN remodeling. LEC of the subcapsular sinus floor and medulla, which represent major sites of cell entry and exit from the LN parenchyma respectively, respond robustly to oxazolone inflammation challenge with enriched signaling pathways that converge on both innate and adaptive immune responses. Integration of mouse and human single-cell profiles reveals a conserved cross-species pattern of lymphatic vascular niches and gene expression, as well as specialized human subsets and genes unique to each species. The examples provided demonstrate the power of single-cell analysis in elucidating endothelial cell heterogeneity, vascular organization and endothelial cell responses. We discuss the findings from the perspective of LEC functions in relation to niche formations in the unique stromal and highly immunological environment of the LN.

Highlights

Computational alignments (""trajectories"") predict LN LEC organization in situ, revealing a continuum of phenotypes punctuated by specialized clusters

Multiple intermediate phenotypes suggest LEC malleability

Gene profiles define niche-specific functional specialization

Medullary sinus LECs are comprised of Ptx3-LECs and Marco-LECs O_LIDistinct mechanisms for pathogen interactions and matrix modeling
C_LIO_LIPtx3-LECs: paracortical and central medullary sinuses near hilus; enriched for genes driving lymphangiogenic responses and lymphocyte egress
C_LIO_LIMarco-LECs: peri-follicular medullary sinuses; macrophage-associated genes, complement and coagulation cascade
C_LI Niche-specific responses to inflammation O_LIIFN gene responses in SCS floor and medullary sinus LECs
C_LIO_LISuppression of LEC identity genes in responding subsets
C_LI Conserved and unique LEC subsets and gene programs across species O_LICore subsets common to mouse and human
C_LIO_LIGreater diversity of subsets and intermediates in human LN LECs
C_LI","NA"
"46","10.1101/2019.12.31.891820","Chaperonin Abundance Boosts Bacterial Fitness","Kumar, S. C. M.; Chugh, K.; Dutta, A.; Mahamkali, V.; Bose, T.; Mande, S. S.; mande, s.; Lund, P. A.","Santosh C M Kumar","University of Birmingham","2020-01-02",1,"cc_no","new results","biochemistry","The ability of chaperonins to buffer mutations that affect protein folding pathways suggests that their abundance should be evolutionarily advantageous. Here, we investigate the effect of chaperonin overproduction on cellular fitness in Escherichia coli. We demonstrate that chaperonin abundance confers (a) an ability to tolerate higher temperatures, (b) improved cellular fitness and (c) enhanced folding of metabolic enzymes, which is expected to lead to enhanced energy harvesting potential.","NA"
"47","10.1101/2020.01.01.892281","Granular Transcriptomic Signatures Derived from Independent Component Analysis of Bulk Nervous Tissue for Studying Labile Brain Physiologies","Rusan, Z. M.; Cary, M. P.; Bainton, R. J.","Zeid M Rusan","UCSF","2020-01-02",1,"cc_by_nd","new results","bioinformatics","Multicellular organisms employ concurrent gene regulatory programs to control development and physiology of cells and tissues. The Drosophila melanogaster model system has a remarkable history of revealing the genes and mechanisms underlying fundamental biology yet much remains unclear. In particular, brain xenobiotic protection and endobiotic regulatory systems that require transcriptional coordination across different cell types, operating in parallel with the primary nervous system and metabolic functions of each cell type, are still poorly understood. Here we use the unsupervised machine learning method independent component analysis (ICA) on majority fresh-frozen, bulk tissue microarrays to define biologically pertinent gene expression signatures which are sparse, i.e. each involving only a fraction of all fly genes. We optimize the gene expression signature definitions partly through repeated application of a stochastic ICA algorithm to a compendium of 3,346 microarrays from 221 experiments provided by the Drosophila research community. Our optimized ICA model of pan fly gene expression consists of 850 modules of co-regulated genes that map to tissue developmental stages, disease states, cell-autonomous pathways and presumably novel processes. Importantly, we show biologically relevant gene modules expressed at varying amplitudes in whole brain and isolated adult blood-brain barrier cell levels. Thus, whole tissue derived ICA transcriptional signatures that transcend single cell type boundaries provide a window into the transcriptional states of difficult to isolate cell ensembles maintaining delicate brain physiologies. We believe the fly ICA gene expression signatures set, by virtue of the success of ICA at inferring robust often low amplitude patterns across large datasets and the quality of the input samples, to be an important asset for analyzing compendium and newly generated microarray or RNA-seq expression datasets.","NA"
"48","10.1101/2020.01.01.892414","A Waddington Epigenetic Landscape for the C. elegans embryo","Elewa, A.","Ahmed Elewa","Karolinska Institute","2020-01-02",1,"cc_no","new results","developmental biology","Waddingtons Epigenetic Landscape provides a visual model for both robust and adaptable development. Generating and exploring a Waddington epigenetic landscape for the early C. elegans embryo suggests that the key shapers of the landscape are genes that lie at the nexus between stress response and behavior and include genes that are regulated by transgenerational neuronal small RNAs. Curiously, several genes shape the early landscape of one lineage and then pattern, differentiate or are enriched in another lineage. Additionally, paralogs with similar expression profiles contribute differently to shaping the modeled landscape. This work suggests that robust embryonic development is initialized by differential deployment of redundant genes and by transgenerational cues that configure the epigenetic landscape to adapt to a changing world.","NA"
"49","10.1101/2020.01.01.892406","An antigenic diversification threshold for falciparum malaria and its control at high endemicity","He, Q.; Pascual, M.","Mercedes Pascual","University of Chicago E&E, Santa Fe Institute","2020-01-02",1,"cc_by_nc_nd","new results","evolutionary biology","In malaria and several other important infectious diseases, high prevalence occurs concomintantly with incomplete immunity. This apparent paradox poses major challenges to malaria elimination in highly endemic regions, where asymptomatic Plasmodium falciparum infections are present across all age classes creating a large reservoir that maintains transmission. This reservoir is in turn enabled by extreme antigenic diversity of the parasite and turnover of new variants. We present here the concept of a threshold in local pathogen diversification that defines a sharp transition in transmission intensity below which new variants generated by either recombination or migration cannot establish. Transmission still occurs below this threshold but parasite diversity can neither accumulate, nor recover, from interventions that further reduce it. An analytical expectation for this threshold is derived and compared to numerical results from a stochastic individual-based model of malaria transmission that incorporates the major antigen-encoding multigene family known as var. This threshold we call Rdiv; it is complementary to the one defined by the classic basic reproductive number of infectious diseases, R0, which does not easily apply under large and dynamic strain diversity. This new threshold concept should be exploited for effective malaria control and applied more broadly to other pathogens with large multilocus antigenic diversity.

Significance StatementThe vast diversity of falciparum malaria as seen by the immune system underlies only partial protection to re-infection and many infections lacking symptoms in high transmission regions. Large antigenic parasite diversity challenges control efforts and the associated application of the classic reproductive number (known as R0) because strains cannot be clearly defined. We propose a complementary number, Rdiv, measuring the potential of transmission to accumulate new antigenic variation over time. When Rdiv is pushed below one, new genes encoding this variation cannot accumulate resulting in a low number of strains and facilitating further intervention. The reproductive number for antigenic diversification can be applied to other infectious diseases with fast turnover of antigens, where large standing diversity similarly opposes successful control.","NA"
"50","10.1101/2019.12.31.891218","GeneMark-EP and -EP+: automatic eukaryotic gene prediction supported by spliced aligned proteins","Bruna, T.; Lomsadze, A.; Borodovsky, M.","Mark Borodovsky","Wallace H. Coulter Department of Biomedical Engineering, School of Computational Science and Engineering, Georgia Institute of Technology, Atlanta GA 30332","2020-01-02",1,"cc_no","new results","bioinformatics","We have made several steps towards creating a fast and accurate algorithm for gene prediction in eukaryotic genomes. First, we introduced an automated method for efficient ab initio gene finding, GeneMark-ES, with parameters trained in iterative unsupervised mode. Next, in GeneMark-ET we proposed a method of integration of unsupervised training with information on intron positions revealed by mapping short RNA reads.

Now we describe GeneMark-EP, a tool that utilizes another source of external information, a protein database, readily available prior to a start of a sequencing project. A new specialized pipeline, ProtHint, initiates massive protein mapping to genome and extracts hints to splice sites and translation start and stop sites of potential genes. GeneMark-EP uses the hints to improve estimation of model parameters as well as to adjust co-ordinates of predicted genes if they disagree with the most reliable hints (the -EP+ mode).

Tests of GeneMark-EP and -EP+ demonstrated improvements in gene prediction accuracy in comparison with GeneMark-ES, while the GeneMark-EP+ showed higher accuracy than GeneMark-ET. We have observed that the most pronounced improvements in gene prediction accuracy happened in large eukaryotic genomes.","NA"
"51","10.1101/2020.01.01.891739","BET bromodomain inhibitor HMBA synergizes with MEK inhibition in treatment of malignant glioma","Funck-Brentano, E.; Vizlin Hodzic, D.; Nilsson, J. A.; Nilsson, L. M.","Lisa M Nilsson","University of Gothenburg","2020-01-02",1,"cc_by","new results","cancer biology","(1) BackgroundBET bromodomain proteins regulate transcription by binding acetylated histones and attracting key factors for e.g. transcriptional elongation. BET inhibitors have been developed to block pathogenic processes such as cancer and inflammation. Despite having potent biological activities, BET inhibitors have still not made a breakthrough in clinical use for treating cancer. Multiple resistance mechanisms have been proposed but thus far no attempts to block this in glioma has been made.

(2) MethodsHere, we have conducted a pharmacological synergy screen in glioma cells to search for possible combination treatments augmenting the apoptotic response to BET inhibitors. We first used HMBA, a compound that was developed as a differentiation therapy four decades ago but more recently was shown to primarily inhibit BET bromodomain proteins. Data was also generated using other BET inhibitors.

(3) ResultsIn the synergy screen, we discovered that several MEK inhibitors can enhance apoptosis in response to HMBA in rat and human glioma cells in vitro as well as in vivo xenografts. The combination is not unique to HMBA but also other BET inhibitors such as JQ1 and I-BET-762 can synergize with MEK inhibitors.

(4) ConclusionsOur findings validate a combination therapy previously demonstrated to exhibit anti-cancer activities in multiple other tumor types but which appears to have been lost in translation to the clinic.","NA"
"52","10.1101/2020.01.01.888610","Recurrent pre-leukemic deletions in myeloid malignancies are the result of DNA double-strand breaks followed by microhomology-mediated end joining","Feldman, T.; Bercovich, A.; Moskovitz, Y.; Chapal-Ilani, N.; Mitchell, A.; Medeiros, J. J.; Kaushansky, N.; Biezuner, T.; Minden, M. D.; Gupta, V.; Tanay, A.; Shlush, L. I.","Liran I Shlush","Department of Immunology, Weizmann Institute of Science, Rehovot, Israel","2020-01-02",1,"cc_no","new results","genomics","The mechanisms underlying myeloid malignancies deletions are not well understood, nor is it clear why specific genomic hotspots are predisposed to particular deletions. In the current study we inspected the genomic regions around recurrent deletions in myeloid malignancies, and identified microhomology-mediated end-joining (MMEJ) signatures in recurrent deletions in CALR, ASXL1 and SRSF2 loci. Since MMEJ deletions are the result of DNA double-strand breaks (DSBs), we introduced CRISPR Cas9 DSBs into exon 12 of ASXL1, successfully generating recurrent ASXL1 deletion in human hematopoietic stem and progenitor cells (HSPCs). A systematic search of COSMIC dataset for MMEJ deletions in all cancers revealed that recurrent deletions enrich myeloid malignancies. Despite this myeloid predominance, we provide evidence that MMEJ deletions occur in multipotent HSCs. An analysis of DNA repair pathway gene expression in single human adult bone marrow HSPCs could not identify a subpopulation of multipotent HSPCs with increased MMEJ expression, however exposed differences between myeloid and lymphoid biased progenitors. Our data indicate an association between MMEJ-repaired DSBs and recurrent MMEJ deletions in human HSCs and in myeloid leukemia. A better understanding of the source of these DSBs and the regulation of the HSC MMEJ repair pathway might aid with preventing recurrent deletions in human pre-leukemia.","NA"
"53","10.1101/2019.12.31.892190","Correlated Gene Modules Uncovered by Single-Cell Transcriptomics with High Detectability and Accuracy","Chapman, A. R.; Lee, D. F.; Cai, W.; Ma, W.; Li, X.; Sun, W.; Xie, X. S.","X. Sunney Xie","Peking University","2020-01-02",1,"cc_by_nc_nd","new results","genomics","Single cell transcriptome sequencing has become extremely useful for cell typing. However, such differential expression data has shed little light on regulatory relationships among genes. Here, by examining pairwise correlations between mRNA levels of any two genes under steady-state conditions, we uncovered correlated gene modules (CGMs), clusters of intercorrelated genes that carry out certain biological functions together. We report a novel single-cell RNA-seq method called MALBAC-DT with higher detectability and accuracy, allowing determination of the covariance matrix of the expressed mRNAs for a homogenous cell population. We observed a prevalence of positive correlations between pairs of genes, with higher correlations corresponding to higher likelihoods of protein-protein interactions. Some CGMs, such as the p53 module in a cancer cell line, are cell type specific, while others, such as the protein synthesis CGM, are shared by different cell types. CGMs distinguished direct targets of p53 and exposed different modes of regulation of these genes in different cell types. Our covariance analyses of steady-state fluctuations provides a powerful way to advance our functional understanding of gene-to-gene interactions.","NA"
